unitid,year,offering_highest_level,inst_size,hbcu,medical_degree,tribal_college,land_grant,inst_affiliation,oncampus_housing,calendar_system,study_abroad,dual_credit,ap_credit,employment_services,placement_services,oncampus_daycare,disability_indicator
154235,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
154262,2014,5,1,0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
154332,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
154341,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
154350,2014,7,2,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154378,2014,3,2,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154396,2014,3,2,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154448,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154457,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154466,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154493,2014,7,3,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154518,2014,5,2,0,0,0,0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
154527,2014,5,2,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
154536,2014,7,1,0,0,0,0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
154545,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154572,2014,3,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
154590,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154642,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
154688,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154697,2014,3,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
154712,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
154721,2014,5,1,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
154749,2014,5,1,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
154767,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
154776,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
154794,2014,3,1,0,0,0,0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
154800,2014,3,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
154837,2014,9,1,0,0,0,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
154855,2014,5,2,0,0,0,0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
154907,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
154925,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
154934,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
154952,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
154970,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154998,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
155007,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155025,2014,9,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
155052,2014,3,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
155061,2014,8,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155070,2014,7,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
155089,2014,7,2,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
155098,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155104,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
155140,2014,5,1,0,0,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
155159,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155177,2014,3,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
155186,2014,4,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155195,2014,3,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
155201,2014,3,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
155210,2014,3,4,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155283,2014,5,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
155292,2014,3,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
155308,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
155317,2014,9,5,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155335,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
155353,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
155399,2014,9,5,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155414,2014,7,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
155423,2014,2,2,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
155441,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155450,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
155487,2014,3,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155496,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155511,2014,7,1,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
155520,2014,8,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
155566,2014,4,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
155593,2014,3,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
155618,2014,4,1,0,0,0,0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155627,2014,7,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
155636,2014,7,1,0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
155681,2014,8,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
155715,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155812,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
155830,2014,4,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
155858,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
155867,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155900,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
155937,2014,5,1,0,0,0,0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
155973,2014,7,1,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156082,2014,9,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156107,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
156125,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156134,2014,3,2,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
156189,2014,5,1,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156213,2014,7,2,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156222,2014,9,2,0,0,0,0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156231,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
156277,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156286,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
156295,2014,5,2,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156310,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
156338,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
156356,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156365,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156392,2014,3,4,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156408,2014,5,2,0,0,0,0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
156417,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
156426,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156444,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156471,2014,3,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
156541,2014,9,3,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
156620,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156648,2014,3,3,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
156727,2014,9,2,0,0,0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156745,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
156754,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
156790,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
156842,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156851,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
156860,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
156903,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
156921,2014,3,4,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156949,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156967,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157021,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
157030,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157058,2014,7,2,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157076,2014,5,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
157085,2014,9,5,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
157100,2014,7,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
157207,2014,9,1,0,0,0,0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157216,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
157270,2014,5,1,0,0,0,0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
157289,2014,9,5,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157298,2014,9,1,0,0,0,0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
157304,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
157331,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157377,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
157386,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
157401,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
157438,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
157447,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
157456,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
157465,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
157483,2014,3,3,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157508,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157535,2014,9,2,0,1,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
157553,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
157599,2014,5,2,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157614,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157632,2014,7,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
157650,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157669,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157678,2014,4,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
157696,2014,5,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
157711,2014,3,3,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157739,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157748,2014,9,2,0,0,0,0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
157757,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
157766,2014,5,1,0,0,0,0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
157793,2014,9,2,0,0,0,0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
157809,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
157818,2014,5,2,0,0,0,0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
157827,2014,4,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157863,2014,7,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
157951,2014,9,5,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158088,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
158158,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158246,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158325,2014,4,1,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
158334,2014,4,1,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158343,2014,3,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
158352,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
158431,2014,3,3,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
158440,2014,3,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
158477,2014,7,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
158538,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158617,2014,1,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158644,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158662,2014,4,4,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
158723,2014,3,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
158778,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158787,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
158802,2014,5,2,1,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
158884,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
159009,2014,9,2,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
159027,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159197,2014,3,1,0,0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
159319,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
159328,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159373,2014,9,2,0,1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
159382,2014,6,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
159391,2014,9,5,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
159407,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
159416,2014,8,2,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
159513,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
159522,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
159531,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159568,2014,7,2,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
159601,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159647,2014,9,4,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
159656,2014,9,2,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
159717,2014,8,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
159939,2014,9,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
159948,2014,9,2,0,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
159966,2014,8,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
159993,2014,9,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160010,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
160029,2014,7,1,0,0,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160038,2014,9,3,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
160065,2014,9,2,0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
160074,2014,9,2,0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
160117,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160126,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160135,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160199,2014,2,1,0,0,0,0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160320,2014,2,2,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
160409,2014,5,1,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
160445,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160472,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160481,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
160524,2014,3,1,0,0,0,0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
160579,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
160597,2014,2,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160612,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
160621,2014,9,3,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
160630,2014,7,2,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
160649,2014,3,2,1,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
160658,2014,9,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
160667,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
160755,2014,9,4,0,1,0,0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
160904,2014,9,2,1,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
160913,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
160940,2014,8,2,0,0,0,0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
160959,2014,7,1,0,0,0,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
160977,2014,5,2,0,0,0,0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
160995,2014,3,1,0,0,0,0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
161004,2014,5,2,0,0,0,0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
161022,2014,3,1,0,0,0,0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
161077,2014,3,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
161086,2014,5,2,0,0,0,0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
161138,2014,4,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
161165,2014,9,2,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
161192,2014,3,2,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
161208,2014,3,1,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
161217,2014,5,2,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
161226,2014,7,2,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161235,2014,5,2,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
161244,2014,5,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
